cells_id	x	gene_ENSG00000228849	gene_ENSG00000109471	gene_ENSG00000111537	gene_ENSG00000178562	gene_ENSG00000109956	gene_ENSG00000181847	gene_ENSG00000135077	gene_ENSG00000089692	gene_ENSG00000276977	gene_ENSG00000163508	gene_ENSG00000163599	gene_ENSG00000138185	gene_ENSG00000198846	gene_ENSG00000122223
cell_1	dysfunctional	0	0	0	0	0	0	0	2.5316370809944218	2.5316370809944218	0	0	0	0	0
cell_2	dysfunctional	0	0	0	0	0	2.9790095282931244	0	1.97723927763111	0	0	3.253899335586932	0	0	2.5986482495081575
cell_3	dysfunctional	0	0	0	0	0	2.156335381961427	2.156335381961427	2.7898660317560195	2.7898660317560195	2.156335381961427	0	0	0	3.1746421092227624
cell_4	dysfunctional	0	0	0	0	0	0	2.636924242787441	2.0129122811476368	0	3.686639593412191	0	0	2.636924242787441	0
cell_5	dysfunctional	0	0	0	0	0	1.3400629448071146	0	1.8928962480213016	0	2.2468452648501653	0	0	0	1.3400629448071146
cell_6	dysfunctional	0	0	0	0	0	0	0	2.118095862962761	2.7492291180190387	0	0	0	0	0
cell_7	dysfunctional	0	0	0	0	0	0	0	2.161078157421274	2.161078157421274	0	0	0	0	0
cell_8	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_9	dysfunctional	0	0	0	0	0	2.0316821582006424	0	0	2.0316821582006424	2.0316821582006424	0	0	0	0
cell_10	dysfunctional	0	0	0	1.6084786030632254	0	3.366137927865237	2.5638423803182695	2.8320846492247957	2.1961586212059716	2.8320846492247957	0	0	0	1.6084786030632254
cell_11	dysfunctional	0	0	0	0	0	0	0	2.0162909458171128	0	0	0	0	0	0
cell_12	dysfunctional	0	0	0	0	0	2.6044275469224	0	0	0	0	0	0	0	1.9826195747416908
cell_13	dysfunctional	0	0	0	0	0	0	2.263143855957823	0	0	0	0	0	0	0
cell_14	dysfunctional	0	0	0	0	0	3.6224691154303397	0	2.9556879061722783	0	0	0	0	0	0
cell_15	dysfunctional	2.8294565892270063	0	2.8294565892270063	2.8294565892270063	0	0	0	3.7096776016516175	0	3.2150437908000287	0	0	0	0
cell_16	dysfunctional	0	0	0	0	0	1.9634270728463012	0	3.1105306595306663	1.4016383765550908	1.4016383765550908	0	0	1.9634270728463012	0
cell_17	dysfunctional	0	0	0	0	0	2.2994411425040777	0	0	2.2994411425040777	0	0	0	0	0
cell_18	dysfunctional	0	0	0	0	0	2.2670116995150567	2.2670116995150567	2.9069577829535476	0	2.2670116995150567	0	0	0	0
cell_19	dysfunctional	0	0	0	0	0	0	0	0	0	3.120975076836399	0	0	0	0
cell_20	dysfunctional	1.901325253343746	0	0	1.901325253343746	0	2.895043188649942	0	1.901325253343746	0	0	0	0	2.5168510863477893	0
cell_21	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_22	dysfunctional	0	0	0	0	0	4.0942953968050455	0	0	0	0	0	0	0	0
cell_23	dysfunctional	0	0	0	0	0	0	0	3.128253330633891	2.1136038550844507	1.5345010221949873	0	0	0	0
cell_24	dysfunctional	0	0	0	0	0	2.740372406427786	0	2.740372406427786	3.0117862903251518	1.7631744278321624	0	0	3.22504035989753	0
cell_25	dysfunctional	0	0	3.1472386712918565	0	0	2.496164496840844	0	0	0	2.496164496840844	0	0	0	0
cell_26	dysfunctional	0	0	0	0	0	2.5686496392043927	0	0	0	0	0	0	0	0
cell_27	dysfunctional	0	0	1.94522474806892	0	0	2.9436814033726324	0	2.5642112138590973	0	2.5642112138590973	0	0	0	0
cell_28	dysfunctional	0	0	0	0	0	0	0	3.0210195932686403	0	3.0210195932686403	0	0	0	0
cell_29	dysfunctional	0	0	0	0	0	0	0	4.092685245654314	2.0208191679528924	0	0	0	2.0208191679528924	0
cell_30	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	2.694161088941543	0
cell_31	dysfunctional	0	0	0	0	0	2.2291402508380993	2.866975062198613	2.2291402508380993	0	2.866975062198613	0	0	0	0
cell_32	dysfunctional	0	0	0	0	0	3.0275392953150737	0	2.3816903809221937	0	0	0	0	0	0
cell_33	dysfunctional	0	0	0	0	0	0	0	0	0	2.249370396732955	0	0	0	0
cell_34	dysfunctional	0	0	0	0	0	0	2.1796417067783525	3.1998728777425853	0	0	0	0	0	0
cell_35	dysfunctional	0	0	0	0	0	0	1.8198010720687876	2.4284475473069147	1.8198010720687876	0	1.8198010720687876	0	2.4284475473069147	0
cell_36	dysfunctional	0	0	2.610829833190498	0	0	0	0	3.2665484489512466	0	0	0	0	0	0
cell_37	dysfunctional	0	0	0	0	0	3.4990969786764023	3.1086311491645566	0	0	0	0	0	0	0
cell_38	transitional	0	0	0	0	0	0	2.1219667139184386	2.1219667139184386	0	0	0	0	0	0
cell_39	dysfunctional	0	0	0	0	0	2.989106598581854	0	2.989106598581854	0	0	0	0	0	0
cell_40	dysfunctional	0	0	1.5830875798356214	0	0	0	2.802140009950101	2.167903105030833	0	1.5830875798356214	0	0	0	0
cell_41	dysfunctional	0	0	0	0	0	0	0	2.0556596178287996	2.6826625241222586	0	0	0	0	0
cell_42	dysfunctional	0	0	0	0	0	2.2130238287746855	0	2.2130238287746855	0	2.8499342352406978	0	0	0	0
cell_43	dysfunctional	0	0	0	0	0	0	0	2.6441795759719278	2.6441795759719278	0	0	0	0	0
cell_44	dysfunctional	0	0	0	0	0	2.7609471472242957	0	0	0	3.421967829019362	3.421967829019362	0	3.421967829019362	0
cell_45	dysfunctional	0	0	2.1516208205361953	0	0	3.169532316142542	0	2.7848611315314105	2.7848611315314105	0	0	0	0	0
cell_46	dysfunctional	0	0	0	0	0	2.33405124906741	0	3.6448925076711673	0	0	2.9775341365665144	0	0	0
cell_47	dysfunctional	0	0	0	0	0	0	0	2.536980586232645	0	0	0	0	1.9199652975605332	0
cell_48	dysfunctional	0	0	0	0	0	0	0	4.079899649728557	0	2.7430880578430834	0	0	2.7430880578430834	0
cell_49	dysfunctional	0	0	0	0	0	0	0	2.3504860533943464	1.9915813964320943	1.9915813964320943	0	1.9915813964320943	0	0
cell_50	dysfunctional	0	0	0	0	0	0	0	0	0	2.336580098246731	0	0	0	0
cell_51	dysfunctional	0	0	0	0	0	0	0	4.033406043332441	3.636758888942691	0	0	0	0	0
cell_52	dysfunctional	0	0	0	0	0	2.054472530350634	0	2.054472530350634	0	0	0	0	0	0
cell_53	transitional	0	0	0	0	0	2.915173144017787	0	0	0	0	0	0	0	0
cell_54	dysfunctional	0	0	0	0	0	0	0	3.212752185141753	0	0	0	0	0	0
cell_55	dysfunctional	0	0	0	0	0	0	0	0	2.2531729296310523	2.892357292515283	2.2531729296310523	0	0	0
cell_56	dysfunctional	0	0	0	0	0	2.9176524966300583	0	0	2.9176524966300583	3.3049331160665445	0	0	0	0
cell_57	transitional	0	0	0	0	0	2.7735267206201586	2.7735267206201586	0	0	0	2.7735267206201586	0	0	0
cell_58	dysfunctional	0	0	0	0	0	0	0	0	0	2.4951432864176915	0	0	2.4951432864176915	0
cell_59	dysfunctional	0	0	3.052173584458943	0	0	3.052173584458943	0	3.9397009293722447	0	0	0	0	0	0
cell_60	dysfunctional	0	0	2.964363009886346	0	0	0	0	3.3524807442013334	2.3215222940137967	0	0	0	0	0
cell_61	dysfunctional	0	0	0	0	0	0	3.4525569327741508	0	0	0	0	0	0	0
cell_62	dysfunctional	0	0	0	0	0	3.282452344969581	0	0	0	2.626153924779351	0	0	0	0
cell_63	dysfunctional	0	0	0	0	0	0	0	0	0	3.1220112923471124	0	0	2.471989159155505	0
cell_64	dysfunctional	0	0	0	0	0	3.4717029367049475	0	2.6009553203074236	1.9793868117379925	1.9793868117379925	2.981375179168107	0	1.9793868117379925	0
cell_65	dysfunctional	0	0	0	0	0	2.6405443187368367	0	0	0	0	0	0	0	0
cell_66	dysfunctional	0	0	0	0	0	0	0	0	0	2.374588373418914	0	0	0	0
cell_67	dysfunctional	0	0	0	0	0	3.907623096105537	2.211574599366026	3.234365001910661	2.8484011063308388	2.211574599366026	0	0	2.211574599366026	0
cell_68	dysfunctional	0	0	0	2.9256884298210646	0	2.5466840094842436	0	0	0	2.5466840094842436	0	0	1.9289605907415401	0
cell_69	dysfunctional	0	0	0	2.2608319663648295	0	1.6668635681486232	0	1.6668635681486232	2.2608319663648295	1.6668635681486232	0	0	0	0
cell_70	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_71	dysfunctional	0	0	0	0	0	0	0	0	0	1.734546155580242	0	0	2.7079879810922347	0
cell_72	dysfunctional	0	0	0	0	0	3.5097886824410756	0	3.5097886824410756	0	2.8461063510174496	0	0	0	0
cell_73	dysfunctional	3.02380801661965	0	0	0	0	3.02380801661965	0	4.3729592309512535	4.593576823122205	0	0	0	0	0
cell_74	dysfunctional	0	0	0	0	0	3.9128956015548706	0	0	1.7756918883605712	0	0	0	1.7756918883605712	2.7544944191345
cell_75	dysfunctional	2.2173872765793767	0	0	0	0	0	2.854549518701995	2.854549518701995	0	0	0	0	0	0
cell_76	dysfunctional	0	0	0	0	0	2.6903113767648286	0	2.0628206604437955	0	0	0	0	2.0628206604437955	0
cell_77	dysfunctional	0	0	0	0	0	2.1155258540624087	0	0	0	2.1155258540624087	0	0	2.1155258540624087	0
cell_78	dysfunctional	0	0	0	0	0	0	0	2.7202683982115143	0	0	0	0	0	0
cell_79	transitional	0	0	0	0	0	0	2.5147596129376812	0	0	0	0	0	2.5147596129376812	0
cell_80	dysfunctional	0	0	0	0	0	2.0140368446544157	0	3.2948744020224283	0	2.0140368446544157	0	0	0	0
cell_81	dysfunctional	0	0	0	0	0	0	0	2.7395593447098276	0	0	0	0	1.3599587110955507	0
cell_82	dysfunctional	0	0	0	1.645258714158168	2.236947403933014	1.645258714158168	0	2.236947403933014	1.645258714158168	1.645258714158168	1.645258714158168	0	2.236947403933014	0
cell_83	dysfunctional	0	0	0	0	0	0	2.639335945823237	3.689171999094813	2.639335945823237	0	0	0	0	0
cell_84	dysfunctional	0	0	0	0	0	0	0	3.258096538021482	0	2.6026896854443837	0	0	0	0
cell_85	dysfunctional	0	0	0	0	0	2.3666706129913675	0	0	0	0	0	0	0	0
cell_86	dysfunctional	0	0	1.9984417434881927	0	0	3.0023430273520435	0	0	0	0	0	0	0	0
cell_87	dysfunctional	0	0	0	0	0	2.2358274587022238	0	2.8740412356547638	2.2358274587022238	3.5385470115944844	0	0	0	0
cell_88	dysfunctional	0	0	0	0	0	0	0	2.260062798274457	0	0	0	0	0	0
cell_89	dysfunctional	0	0	0	0	0	3.459989454362384	0	0	0	0	0	0	0	0
cell_90	dysfunctional	0	0	0	0	0	2.530040536343527	0	2.530040536343527	0	0	0	0	1.9135356343295111	0
cell_91	dysfunctional	0	0	0	1.6506808709681495	0	2.2429468266743147	2.612389082533097	2.612389082533097	0	0	0	0	1.6506808709681495	0
cell_92	dysfunctional	1.5126120764643354	0	0	0	0	2.0890379528690723	0	2.9281412094912738	0	2.0890379528690723	0	0	0	0
cell_93	dysfunctional	0	0	0	0	0	2.6826625241222586	0	0	0	2.6826625241222586	0	0	0	0
cell_94	dysfunctional	0	0	0	0	0	2.167217964951813	0	0	2.167217964951813	2.167217964951813	0	0	0	0
cell_95	dysfunctional	0	0	1.9145212008382146	0	0	2.531104567180145	0	3.9712953712020655	2.9096878824817765	3.1836531240398114	0	0	3.398475345984951	0
cell_96	dysfunctional	0	0	3.082113539906565	0	0	0	0	3.902854892834336	0	2.6993205765712904	0	0	2.6993205765712904	0
cell_97	dysfunctional	0	0	0	0	0	0	0	0	0	2.9603868868021883	0	0	0	0
cell_98	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_99	dysfunctional	0	0	1.9421481747143157	0	0	0	0	1.9421481747143157	0	1.9421481747143157	0	0	2.56089741343352	0
cell_100	dysfunctional	0	0	0	0	0	0	2.449936639011645	1.8395660143570352	2.8262135342185166	0	0	0	0	0
cell_101	transitional	0	0	0	0	0	2.852495329198579	0	2.852495329198579	0	0	0	0	0	0
cell_102	dysfunctional	0	0	0	0	0	0	0	2.667563271085006	0	0	0	0	0	0
cell_103	dysfunctional	0	0	0	0	0	0	0	3.166625134524323	0	0	0	0	0	0
cell_104	transitional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_105	dysfunctional	0	0	0	0	0	0	0	1.8955350190836848	0	3.1622815318927997	0	0	0	0
cell_106	transitional	0	0	0	0	0	0	1.8760877462059864	1.3254710600876716	0	1.8760877462059864	0	0	0	0
cell_107	dysfunctional	0	0	0	0	0	0	0	2.2380689054987575	0	0	0	0	0	0
cell_108	dysfunctional	0	0	0	0	0	0	2.352778829711831	0	2.9972059730434473	0	2.352778829711831	0	2.9972059730434473	0
cell_109	dysfunctional	0	0	1.6024348597803908	0	0	2.189440371732106	0	2.189440371732106	0	0	0	0	0	0
cell_110	dysfunctional	0	0	0	0	0	0	0	3.0854279360640264	0	0	0	0	2.074296106702192	0
cell_111	dysfunctional	0	0	0	0	0	2.4799710762920273	0	0	2.4799710762920273	0	2.4799710762920273	0	0	0
cell_112	dysfunctional	0	0	0	0	0	0	0	0	0	1.8422425576328738	0	0	0	0
cell_113	dysfunctional	0	0	0	0	0	3.016391187473064	0	2.3710600310238665	3.016391187473064	0	0	0	3.016391187473064	0
cell_114	dysfunctional	0	0	0	0	0	2.7948994212345966	0	2.161078157421274	2.161078157421274	0	0	0	0	0
cell_115	dysfunctional	0	0	0	0	0	0	0	0	0	2.426563779520568	0	0	0	3.0745358236959794
cell_116	dysfunctional	0	0	0	0	0	3.1199400328488176	0	0	0	2.4700054109519116	0	0	0	0
cell_117	dysfunctional	0	0	0	0	0	0	0	0	2.3942668217927907	0	0	0	0	3.0407208745060754
cell_118	dysfunctional	0	0	0	0	0	0	2.2524109929035103	2.2524109929035103	0	0	0	0	0	0
cell_119	dysfunctional	0	0	0	0	0	2.7458121247918315	0	0	3.8006841757792658	0	0	0	2.7458121247918315	0
cell_120	dysfunctional	0	0	2.1655076952951124	0	0	2.1655076952951124	1.5809383714395906	0	0	0	0	0	0	0
cell_121	dysfunctional	0	0	0	0	0	2.040950635829568	0	2.402148529908962	0	0	0	0	0	0
cell_122	dysfunctional	0	0	1.846051286577266	1.846051286577266	0	2.197461649496168	1.846051286577266	2.456979617645763	1.846051286577266	1.846051286577266	0	0	2.456979617645763	0
cell_123	transitional	0	0	0	0	0	2.0427009719032965	0	2.6688115906970515	2.0427009719032965	0	0	0	0	0
cell_124	naive	0	0	0	0	0	0	0	0	0	3.0844323524897215	0	0	0	0
cell_125	dysfunctional	0	0	2.116809806840658	0	0	2.7478607273580145	0	0	2.116809806840658	2.116809806840658	0	0	0	0
cell_126	dysfunctional	0	0	0	0	0	0	0	0	3.942505633026133	0	0	0	0	0
cell_127	dysfunctional	0	0	2.347629004672164	0	0	0	0	3.3803895189171085	2.9917983395282937	0	0	0	0	0
cell_128	transitional	0	0	0	0	0	2.039204269224438	0	2.6650719917609047	0	0	0	0	0	0
cell_129	dysfunctional	0	0	0	0	0	0	0	0	2.446557567905548	0	0	0	2.446557567905548	0
cell_130	dysfunctional	0	0	0	0	0	0	0	3.714873768863444	0	3.3215143482092317	0	0	0	0
cell_131	dysfunctional	0	0	0	2.6820281369956875	0	2.055065846190645	2.6820281369956875	2.6820281369956875	0	2.055065846190645	0	0	0	0
cell_132	naive	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8548650234579702
cell_133	dysfunctional	2.6830857054244346	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_134	dysfunctional	0	0	0	2.964363009886346	0	0	0	3.3524807442013334	0	2.964363009886346	0	0	0	0
cell_135	dysfunctional	0	0	2.48735463142664	0	0	0	0	2.48735463142664	1.54254367760407	0	2.1226137135450447	0	2.7540353143440335	0
cell_136	dysfunctional	0	0	0	0	0	2.663829022455844	0	3.045793166657361	2.663829022455844	0	0	0	2.663829022455844	0
cell_137	dysfunctional	0	0	0	0	0	0	0	2.6321208856186016	0	0	0	0	0	0
cell_138	dysfunctional	0	0	0	0	0	0	3.0262938302808893	2.0202516733038913	2.6447869365322667	2.6447869365322667	0	0	0	0
cell_139	dysfunctional	0	0	0	0	0	0	0	2.4695102014989	0	0	0	0	0	0
cell_140	dysfunctional	0	0	0	0	0	1.14727961026015	0	3.2046042188913315	1.6675607984435787	0	0	0	2.4636885758198233	0
cell_141	dysfunctional	0	0	0	0	0	2.7848611315314105	2.7848611315314105	3.4466530012412617	0	0	0	0	0	0
cell_142	dysfunctional	0	0	0	0	0	0	0	2.295416603515433	0	2.295416603515433	0	0	2.9368917735310576	2.295416603515433
cell_143	transitional	0	0	0	0	0	0	0	0	1.6523842312573567	2.883550609491428	0	0	0	0
cell_144	dysfunctional	0	0	0	0	0	2.0890379528690723	0	2.718283110521689	3.3778797374999985	0	0	0	0	0
cell_145	dysfunctional	0	0	0	0	0	2.0915222846976893	0	2.0915222846976893	0	2.7209311614480423	0	0	2.0915222846976893	0
cell_146	dysfunctional	0	0	0	0	0	0	0	0	2.0157267973886936	2.639939921705997	0	0	2.0157267973886936	0
cell_147	transitional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_148	transitional	0	0	1.7383995735805224	1.7383995735805224	0	3.37174780927291	0	2.712354099961389	2.3395402679706945	3.196268706071554	0	0	0	0
cell_149	dysfunctional	0	0	0	2.5305723857586506	0	3.855299723018351	0	0	3.855299723018351	0	0	0	3.574648627896117	2.5305723857586506
cell_150	transitional	0	0	0	2.9009806769680226	0	3.174825127991573	0	0	0	2.9009806769680226	0	0	0	0
cell_151	dysfunctional	0	0	0	0	0	0	2.5456003920468335	0	0	3.590512315145667	0	0	0	0
cell_152	dysfunctional	0	0	0	0	0	0	0	0	2.446557567905548	0	0	0	0	0
cell_153	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_154	dysfunctional	0	0	0	0	0	0	1.4686490303657849	0	0	1.4686490303657849	1.4686490303657849	0	0	0
cell_155	transitional	0	0	0	0	0	2.3399640187322652	0	3.3722006478220625	0	0	0	0	0	0
cell_156	dysfunctional	0	0	0	0	0	3.185873419064576	0	0	2.5332366206681325	0	1.91649626384902	0	0	0
cell_157	transitional	0	0	0	0	0	0	0	0	2.843055850049811	3.228914196220055	3.228914196220055	0	0	0
cell_158	dysfunctional	0	0	0	0	0	1.891699917416542	1.891699917416542	3.549151294951902	0	0	1.891699917416542	0	0	0
cell_159	dysfunctional	0	0	0	0	0	3.8380296599132215	1.7126061130488726	3.9313801031605253	1.7126061130488726	2.3112255303644567	0	0	0	0
cell_160	dysfunctional	0	0	0	4.322136524636125	0	0	0	0	0	0	0	0	0	0
cell_161	dysfunctional	0	0	0	0	0	2.4572235330968035	0	3.7771062963241393	3.106589925446839	2.4572235330968035	0	0	3.106589925446839	0
cell_162	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cell_163	dysfunctional	0	0	0	0	0	0	0	2.1782516761997486	0	3.1983694260988598	2.1782516761997486	0	0	0
cell_164	dysfunctional	0	0	0	0	0	3.993830006481077	0	0	0	3.712272141266958	2.6613484007210935	0	0	0
cell_165	dysfunctional	0	0	2.2455856490296404	0	0	0	0	3.944987180967122	0	0	2.2455856490296404	0	0	0
cell_166	dysfunctional	0	0	0	0	0	0	0	2.566427554330848	2.566427554330848	0	2.566427554330848	0	0	0
cell_167	dysfunctional	0	0	0	0	0	0	0	3.066695226356007	1.8111873967814713	0	0	0	0	0
cell_168	dysfunctional	0	0	0	0	0	2.305921886458483	2.305921886458483	3.6145247695752176	0	0	2.947951085291981	0	0	0
cell_169	dysfunctional	0	0	2.7686133177104524	0	0	3.429883297605181	0	2.1363250442806674	3.1529402616051065	0	0	0	0	0
cell_170	dysfunctional	0	0	0	0	0	0	0	0	0	0	0	0	1.7473436100770259	0
cell_171	dysfunctional	2.3579609514553064	0	2.3579609514553064	0	0	0	0	0	0	0	0	0	0	0
cell_172	dysfunctional	0	0	2.6954481069701335	0	0	2.067631748290625	0	2.6954481069701335	0	2.067631748290625	2.6954481069701335	0	2.067631748290625	0
cell_173	dysfunctional	0	0	0	0	0	0	0	2.156335381961427	2.156335381961427	0	0	0	2.156335381961427	0
cell_174	dysfunctional	0	0	0	0	0	0	3.258096538021482	2.6026896854443837	0	3.9318256327243257	0	0	0	0
cell_175	dysfunctional	0	0	0	0	0	1.291003954386621	0	0	2.446316724551887	3.095192209072695	0	1.291003954386621	0	0
cell_176	dysfunctional	0	0	0	0	0	3.3877292723275367	0	0	0	0	0	0	0	0
cell_177	dysfunctional	0	0	0	0	0	0	3.415778165721893	0	2.380799301265052	0	0	0	0	0
cell_178	dysfunctional	0	0	0	0	0	0	0	2.277547782052351	0	0	0	0	0	0
cell_179	dysfunctional	0	0	0	1.7504814557453703	0	2.352778829711831	2.7260290610362667	2.352778829711831	0	3.7800073860973247	0	0	2.352778829711831	0
cell_180	dysfunctional	0	0	0	0	0	2.4640819950232826	0	2.4640819950232826	0	0	0	0	0	2.4640819950232826
cell_181	dysfunctional	0	0	2.301056521910102	0	0	0	0	2.942829892212538	2.942829892212538	2.301056521910102	0	0	2.942829892212538	0
cell_182	dysfunctional	0	0	0	0	0	0	3.190888747193196	3.468233751826743	2.805782629136551	3.468233751826743	3.190888747193196	0	0	0
cell_183	dysfunctional	0	0	2.289815352117924	0	0	0	0	2.289815352117924	2.289815352117924	0	0	0	2.289815352117924	0
cell_184	dysfunctional	0	0	0	2.6291322625679006	2.0056426980951465	2.6291322625679006	2.0056426980951465	3.285542305373792	0	0	0	0	0	0
cell_185	dysfunctional	0	0	0	0	0	2.8955813363371092	0	3.5607060869721487	0	0	0	0	0	0
cell_186	dysfunctional	0	0	0	0	0	0	0	3.05698843796394	0	0	0	0	0	0
cell_187	dysfunctional	0	0	0	0	0	2.199360759723985	0	2.199360759723985	0	0	0	0	1.6113606818135333	0
cell_188	dysfunctional	0	0	0	0	0	2.527386255885888	0	0	0	0	0	0	0	0
cell_189	dysfunctional	0	0	0	0	0	0	0	2.8822237968045763	0	1.889789813919447	0	0	0	0
cell_190	dysfunctional	0	0	0	0	0	1.0704906998977217	0	1.5755958462092867	1.0704906998977217	1.0704906998977217	0	0	0	0
cell_191	transitional	0	0	1.8803128665695001	0	0	3.1451096746285914	0	1.8803128665695001	0	0	0	0	0	0
cell_192	transitional	0	0	0	0	0	0	0	2.4427123321769195	0	0	0	0	3.4816278615889837	0
cell_193	dysfunctional	0	0	0	0	0	0	1.7284244847816108	0	0	2.3285985829743976	0	0	2.9718030332540475	0
cell_194	dysfunctional	0	0	0	0	0	2.821990406526113	0	2.186628451704724	2.821990406526113	0	0	0	2.186628451704724	0
cell_195	transitional	0	0	0	0	0	2.0034197642364906	0	0	3.007814219721959	3.2830695142682123	2.0034197642364906	0	2.0034197642364906	0
cell_196	dysfunctional	0	0	0	0	0	0	2.25279187165251	3.103943129260568	1.6595853824589095	0	0	0	0	0
cell_197	dysfunctional	2.0067565993343313	0	2.6303264738311265	0	0	0	0	3.0114801274634075	2.0067565993343313	2.0067565993343313	0	0	0	0
cell_198	dysfunctional	0	0	0	0	0	0	0	2.4685206534933695	2.4685206534933695	0	1.856686218614951	0	2.845342745108185	0
cell_199	transitional	2.187330503691021	0	0	0	0	4.383449672308284	0	0	0	2.187330503691021	0	0	0	0
cell_200	dysfunctional	0	0	0	0	0	3.784854410558248	0	0	0	0	0	0	0	0
cell_201	dysfunctional	0	0	0	0	0	2.478969203708523	0	2.478969203708523	0	0	0	0	0	0
cell_202	dysfunctional	0	0	0	0	0	2.615516054705466	0	4.164668753840447	0	3.66414644146795	2.615516054705466	0	2.615516054705466	0
cell_203	dysfunctional	0	0	0	0	0	1.934005246548995	0	2.552122795903801	0	2.9312726447678474	0	0	3.2055327629577235	0
cell_204	dysfunctional	0	0	0	0	0	2.028808531238361	2.028808531238361	2.6539487309945566	0	2.6539487309945566	0	0	0	0
cell_205	dysfunctional	0	0	0	0	0	3.7096776016516175	0	3.927912039751758	0	3.7096776016516175	0	0	2.3942668217927907	0
cell_206	dysfunctional	0	0	0	0	0	0	0	2.161078157421274	0	0	0	0	0	0
cell_207	naive	0	0	0	0	0	2.6845684592074934	0	0	0	0	0	0	0	0
cell_208	dysfunctional	0	0	0	0	0	4.400790707008043	0	0	2.839257370388061	0	0	0	2.839257370388061	0
cell_209	dysfunctional	0	0	0	0	0	1.6243225101615404	0	2.213749425747868	2.213749425747868	2.213749425747868	0	0	0	0
cell_210	dysfunctional	0	0	3.592800427585953	0	0	0	0	0	0	0	2.926802499521078	0	0	0
cell_211	dysfunctional	0	0	0	0	0	3.337872439730483	0	3.66414644146795	0	0	0	0	2.4734800351233335	0
cell_212	dysfunctional	0	0	0	2.445594608263497	0	0	2.445594608263497	0	0	2.445594608263497	0	0	0	0
cell_213	dysfunctional	0	0	1.713724147892835	0	0	1.713724147892835	0	2.312454338748358	0	0	0	0	2.312454338748358	0
cell_214	dysfunctional	0	0	0	0	0	0	1.7830626819006332	0	0	0	0	0	0	1.7830626819006332
cell_215	dysfunctional	0	0	1.9945923276947013	0	0	3.6660006717290052	0	2.617279964691895	1.9945923276947013	0	0	0	1.9945923276947013	0
cell_216	dysfunctional	1.9189724933235048	0	0	0	0	0	1.9189724933235048	2.9146231059412857	0	1.9189724933235048	1.9189724933235048	0	2.535909204240373	0
cell_217	dysfunctional	0	0	0	0	1.9929485232331303	0	0	3.81462954175827	0	1.9929485232331303	0	0	0	0
cell_218	dysfunctional	0	0	0	0	0	3.8302498896780994	0	0	0	2.6303264738311265	0	0	2.6303264738311265	0
cell_219	dysfunctional	0	0	0	0	0	2.382582417291505	0	0	2.382582417291505	0	0	0	0	0
cell_220	dysfunctional	0	0	0	0	0	3.336432846284725	0	3.55243826312207	0	0	0	0	3.55243826312207	0
cell_221	dysfunctional	0	0	0	0	0	0	0	0	2.7209311614480423	2.0915222846976893	0	0	0	2.0915222846976893
cell_222	dysfunctional	0	0	0	0	0	0	0	2.1396251102539954	0	0	2.1396251102539954	0	3.1565218224778633	0
cell_223	dysfunctional	0	0	0	0	0	0	0	2.529509018549033	3.1819914104654794	3.8541687919069383	0	0	0	0
cell_224	dysfunctional	0	0	2.4116443436466217	0	0	2.786764420321853	1.8043699768199846	3.0589215345956022	0	0	0	0	0	0
cell_225	dysfunctional	0	0	2.6903113767648286	0	0	2.6903113767648286	0	4.2439322571831815	0	3.742628521829055	0	0	2.6903113767648286	0
cell_226	dysfunctional	0	0	0	0	0	2.288222028823763	2.288222028823763	3.5953811836258223	2.929314219263858	2.929314219263858	0	0	2.288222028823763	0
cell_227	transitional	0	0	0	1.8756197849315366	0	0	0	0	0	0	0	0	1.8756197849315366	0
cell_228	dysfunctional	1.5189892462813908	0	0	2.096201834069362	0	2.459829702439558	0	0	2.935877735097291	1.5189892462813908	0	0	1.5189892462813908	0
cell_229	dysfunctional	0	0	0	0	0	2.1979360046672483	0	2.8339666042961547	0	0	0	0	0	0
cell_230	dysfunctional	0	0	0	0	0	3.5848161237463216	3.5848161237463216	0	2.540202825372963	0	0	0	0	0
cell_231	transitional	0	0	0	0	0	3.707348545119288	2.8272101368331413	0	0	2.8272101368331413	0	0	2.191555828763586	0
cell_232	dysfunctional	0	0	0	0	0	3.232609448205951	0	2.9579931160372412	2.9579931160372412	0	0	0	0	0
cell_233	dysfunctional	0	0	0	0	0	0	0	2.845342745108185	2.208683968627045	2.845342745108185	0	0	0	0
cell_234	transitional	0	0	0	0	0	3.001737152675889	0	3.3904966099615206	0	0	2.3570950058362645	0	0	0
cell_235	dysfunctional	0	0	0	0	2.452358600047408	0	0	2.452358600047408	1.5126120764643354	0	0	0	0	0
